"Region";"TariffItem";"UnitOfMeasure";"StartDate";"EndDate";"MeasureDeviceAvail";"StoveType";"ConsumptionTime";"ConsumptionTarget";"Agency";"TariffValue";"global_id";
"Регион";"Предмет тарифа";"Единицы измерения";"Дата начала действия тарифа";"Дата окончания действия тарифа";"Наличие приборов учета";"Тип кухонной плиты";"Время потребления";"Цель потребления";"Организация, оказывающая услуги";"Значение тарифа";"global_id";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГАУ «Оздоровительный комплекс «Архангельское» УДПРФ";"141.9";"1079121572";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГАУ «Оздоровительный комплекс «Архангельское» УДПРФ";"151.26";"1079121581";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ГБУСО Московской области «Центр социально-медицинской реабилитации инвалидов и ветеранов боевых действий «Ясенки»";"137.57";"1079121890";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ГБУСО Московской области «Центр социально-медицинской реабилитации инвалидов и ветеранов боевых действий «Ясенки»";"139.36";"1079121950";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГБУ «Центральная клиническая больница с поликлиникой» УДПРФ";"139.99";"1079122104";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГБУ «Центральная клиническая больница с поликлиникой» УДПРФ";"144.25";"1079122115";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"АО «Клинический санаторий «Валуево»";"1821.89";"1079122185";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"АО «Клинический санаторий «Валуево»";"1886.82";"1079122284";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГБУ «ЖКУ РАН»";"2280";"1079122358";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГБУ «ЖКУ РАН»";"2361.11";"1079122382";
"город Москва";"Горячее водоснабжение";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГБУ «Центральная клиническая больница с поликлиникой» УДПРФ";"1610.77";"1079122438";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГБУ «Центральная клиническая больница с поликлиникой» УДПРФ";"1659.92";"1079122446";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ЖСК «Работников Мосгосфилармонии»";"2421.14";"1079122599";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ЖСК «Работников Мосгосфилармонии»";"2517.83";"1079122612";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ЖСК «Работников Мосгосфилармонии»";"2209.2";"1079122659";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"09.02.2021";"да/нет";"";"";"";"ООО «ТАКОМА-ЛАЙН»";"2209.2";"1079122681";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФКУЗ «Санаторий «Ватутинки» Министерства внутренних дел Российской Федерации";"1637.53";"1079122988";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФКУЗ «Санаторий «Ватутинки» Министерства внутренних дел Российской Федерации";"1683.17";"1079123235";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» УДПРФ в лице филиала «Оздоровительный комплекс «Ватутинки»";"1834.26";"1079123546";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» УДПРФ в лице филиала «Оздоровительный комплекс «Ватутинки»";"1903.26";"1079123595";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ГБУСО Московской области «Центр социально-медицинской реабилитации инвалидов и ветеранов боевых действий «Ясенки»";"2262.05";"1079123723";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ГБУСО Московской области «Центр социально-медицинской реабилитации инвалидов и ветеранов боевых действий «Ясенки»";"2289.41";"1079123733";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Кардиологический санаторный центр «Переделкино»";"1999.91";"1079123998";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Кардиологический санаторный центр «Переделкино»";"2072.84";"1079124014";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «СтройРубеж»";"135.62";"1079124054";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «СтройРубеж»";"137.26";"1079124106";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФБУЗ «Лечебно-реабилитационный центр Министерства экономического развития Российской Федерации»";"108.88";"1079124211";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФБУЗ «Лечебно-реабилитационный центр Министерства экономического развития Российской Федерации»";"113.84";"1079124261";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Ремэнерго»";"2520.19";"1080808830";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Ремэнерго»";"2601.56";"1080808847";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «ТеплоСетьЭнерго»";"3324.02";"1080808886";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «ТеплоСетьЭнерго»";"3349.66";"1080808896";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Промышленная компания «Желатин»";"2040.38";"1080808910";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Промышленная компания «Желатин»";"2155.31";"1080808933";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Парк Авеню»";"2653.25";"1080808972";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Парк Авеню»";"2684.92";"1080808981";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Городское теплоснабжение»";"2406.76";"1080808996";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Городское теплоснабжение»";"2517.53";"1080809003";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Теплоэнерго МСК»";"2436.24";"1080809108";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.01.2021";"да/нет";"";"";"";"ООО «Теплоэнерго МСК»";"2596.1";"1080809117";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «КОТБУТ»";"2633.84";"1080809228";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «КОТБУТ»";"2733.85";"1080809236";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"МУП «ТРОИЦКТЕПЛОЭНЕРГО»";"2036.06";"1080809252";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"МУП «ТРОИЦКТЕПЛОЭНЕРГО»";"2116.99";"1080809263";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ЗАО «Санаторий «Ерино»";"1437.53";"1080810242";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ЗАО «Санаторий «Ерино»";"1579.07";"1080810288";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «ГрандИнвест»";"2014.33";"1080811209";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «ГрандИнвест»";"2064.91";"1080811245";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Авангард Сервис»";"1845";"1080911873";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"АО «НПО «МРТЗ»";"2104.36";"1080911879";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"АО «НПО «МРТЗ»";"2111.87";"1080911880";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"АО «ГКНПЦ им. М.В. Хруничева»";"1331.63";"1080911884";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"АО «ГКНПЦ им. М.В. Хруничева»";"1392.2";"1080911885";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГАУ «НМИЦ нейрохирургии им. ак. Н.Н. Бурденко» Минздрава России";"1598.17";"1080911890";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГАУ «НМИЦ нейрохирургии им. ак. Н.Н. Бурденко» Минздрава России";"1731.02";"1080911892";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Инженерные системы 1»";"1910.77";"1080911895";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Инженерные системы 1»";"1910.77";"1080911896";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Газпром энерго» в лице Центрального филиала";"1822.8";"1080911904";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Газпром энерго» в лице Центрального филиала";"1825.06";"1080911907";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"АО «Квант-Н»";"1912.85";"1080912447";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"АО «Квант-Н»";"1961.38";"1080912451";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Гранель Инжиниринг»";"2266.25";"1080912453";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Гранель Инжиниринг»";"2369.27";"1080912455";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «СтройРубеж»";"1560";"1080912457";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «СтройРубеж»";"1584.45";"1080912460";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФБУЗ «Лечебно-реабилитационный центр Министерства экономического развития Российской Федерации»";"1601.9";"1080912493";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФБУЗ «Лечебно-реабилитационный центр Министерства экономического развития Российской Федерации»";"1676.62";"1080912507";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГАУ «Оздоровительный комплекс «Шереметьевский» УДПРФ»";"2358.07";"1080912509";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГАУ «Оздоровительный комплекс «Шереметьевский» УДПРФ»";"2446.12";"1080912510";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГКУ «Дом отдыха «Подмосковные вечера»";"1910.72";"1080912514";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГКУ «Дом отдыха «Подмосковные вечера»";"1948.45";"1080912515";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Энергия тепла»";"1869.07";"1080912516";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Энергия тепла»";"1869.07";"1080912518";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"АО «Теплоэнергетическое предприятие» по системе теплоснабжения от центрального теплового пункта (г. Москва, Дмитровское шоссе)";"3397.51";"1080912524";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"АО «Теплоэнергетическое предприятие» по системе теплоснабжения от центрального теплового пункта (г. Москва, Дмитровское шоссе)";"3554.74";"1080912526";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения от котельной 44,1 МВт ООО «Декор», расположенной по адресу: г. Москва, поселение Сосенское, поселок Коммунарка";"2354.11";"1080912528";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения от котельной 44,1 МВт ООО «Декор», расположенной по адресу: г. Москва, поселение Сосенское, поселок Коммунарка";"2430.02";"1080912530";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Квартал А101»";"1800";"1080912531";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Квартал А101»";"1839.83";"1080912533";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Испанские кварталы»";"2160";"1080912534";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Испанские кварталы»";"2223.06";"1080912537";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Бачурино»";"2280";"1080912538";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Бачурино»";"2298.06";"1080912544";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Прокшино»";"2280";"1080912545";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Прокшино»";"2296.57";"1080912548";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"Федеральное государственное бюджетное учреждение «Центральное жилищно-коммунальное управление» Министерства обороны Российской Федерации от котельной в поселении Краснопахорское Троицкого административного округа города Москвы";"2250";"1080912550";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"Федеральное государственное бюджетное учреждение «Центральное жилищно-коммунальное управление» Министерства обороны Российской Федерации от котельной в поселении Краснопахорское Троицкого административного округа города Москвы";"2300.93";"1080912552";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"Федеральное государственное бюджетное учреждение «Центральное жилищно-коммунальное управление» Министерства обороны Российской Федерации» на территории города Москвы (за исключением Троицкого административного округа города Москвы)";"2623.9";"1080912560";
"город Москва (за исключением Троицкого и Новомосковского АО)";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"Федеральное государственное бюджетное учреждение «Центральное жилищно-коммунальное управление» Министерства обороны Российской Федерации» на территории города Москвы (за исключением Троицкого административного округа города Москвы)";"2690.47";"1080912561";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"Федеральное государственное бюджетное учреждение «Центральное жилищно-коммунальное управление» Министерства обороны Российской Федерации на территории поселения Щаповское Троицкого административного округа";"2300.03";"1080912562";
"Троицкий и Новомосковский АО";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"Федеральное государственное бюджетное учреждение «Центральное жилищно-коммунальное управление» Министерства обороны Российской Федерации на территории поселения Щаповское Троицкого административного округа";"2357.48";"1080912563";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» (с учетом дифференциации по системе теплоснабжения от собственных источников тепловой энергии)";"2048.5";"1080912690";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» (с учетом дифференциации по системе теплоснабжения от собственных источников тепловой энергии)";"2142.74";"1080912711";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» УДПРФ в лице филиала «Оздоровительный комплекс «Ватутинки»";"120.67";"1080913002";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГБУ «Оздоровительный комплекс «Бор» УДПРФ в лице филиала «Оздоровительный комплекс «Ватутинки»";"125.39";"1080913058";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ФГКУ «Дом отдыха «Подмосковные вечера»";"109.56";"1080913241";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ФГКУ «Дом отдыха «Подмосковные вечера»";"112.03";"1080913309";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Кардиологический санаторный центр «Переделкино»";"167.62";"1080914366";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Кардиологический санаторный центр «Переделкино»";"175.4";"1080914379";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Источник»";"161.6";"1080917725";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Источник»";"167.36";"1080917744";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"АО «Квант-Н»";"160.1";"1080918191";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"АО «Квант-Н»";"164.36";"1080918207";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «ГрандИнвест»";"167.6";"1080918246";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «ГрандИнвест»";"172.03";"1080918267";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Парк Авеню»";"202.95";"1080918792";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Парк Авеню»";"206.14";"1080918808";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Городское теплоснабжение»";"204";"1080918881";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Городское теплоснабжение»";"212.7";"1080918905";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения от котельной 44,1 МВт ООО «Декор», расположенной по адресу: г. Москва, поселение Сосенское, поселок Коммунарка";"188.75";"1080918984";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения от котельной 44,1 МВт ООО «Декор», расположенной по адресу: г. Москва, поселение Сосенское, поселок Коммунарка";"194.74";"1080919071";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Квартал А101»";"154.27";"1080921636";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Квартал А101»";"158.03";"1080922049";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Испанские кварталы»";"176.66";"1080922548";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения ЖК «Испанские кварталы»";"181.86";"1080922571";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Бачурино»";"184.14";"1080922879";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Бачурино»";"186.53";"1080922900";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Прокшино»";"184.14";"1080923005";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Эксплуатационно-техническая компания № 2» по системе теплоснабжения КТС «Прокшино»";"186.43";"1080923036";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «Теплосервис»";"107.81";"1080923137";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «Теплосервис»";"116.74";"1080923166";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ООО «КОТБУТ»";"215.51";"1080923220";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ООО «КОТБУТ»";"223.36";"1080923362";
"город Москва";"Твердое топливо";"руб/т";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"АО «МОСГАЗ»";"14040";"1080923480";
"город Москва";"Твердое топливо";"руб/т";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"АО «МОСГАЗ»";"14303.32";"1080923496";
"город Москва";"Отопление";"руб/Гкал";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"ПАО энергетики и электрификации «Мосэнерго»";"1929.41";"1080923574";
"город Москва";"Отопление";"руб/Гкал";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"ПАО энергетики и электрификации «Мосэнерго»";"2010.73";"1080923592";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» с использованием закрытой системы горячего водоснабжения от АИТ Куркино";"196.22";"1080923758";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» с использованием закрытой системы горячего водоснабжения от АИТ Куркино";"204.76";"1080923792";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» с использованием закрытой системы горячего водоснабжения от котельных на ул. Береговая";"169.72";"1080923936";
"город Москва";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» с использованием закрытой системы горячего водоснабжения от котельных на ул. Береговая";"176.86";"1080923953";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.01.2021";"30.06.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» с использованием закрытой системы горячего водоснабжения от котельной в поселке Филимонки Новомосковского административного округа города Москвы";"125.45";"1080924148";
"Троицкий и Новомосковский АО";"Горячее водоснабжение";"руб/куб.м";"01.07.2021";"31.12.2021";"да/нет";"";"";"";"Казенное предприятие «Московская энергетическая дирекция» с использованием закрытой системы горячего водоснабжения от котельной в поселке Филимонки Новомосковского административного округа города Москвы";"131.69";"1080924216";
